N,P,K,temperature,humidity,ph,moisture,soil temp,crops,Fertilizer
69,66,49,40.00439101,90.17015833,6.52711001,21.5,23.7,maize,urea
53,55,55,33.32315744,91.25271223,6.709668804,21.6,23.6,maize,urea
38,61,52,31.22790131,94.94021378,6.620729882,21.5,23.7,maize,urea
57,64,55,26.68386496,92.9585411,6.583760499,21.4,23.8,maize,urea
51,57,55,24.70528368,90.14732171,6.676407337,21.3,23.9,maize,urea
56,65,45,38.2016825,93.97379963,6.751298936,21.4,24,maize,urea
54,66,52,36.56769731,93.79503425,6.867554147,21.3,23.9,maize,urea
58,55,47,26.05375792,93.69111672,6.742490027,21.2,23.8,maize,urea
68,70,54,31.29986342,92.76039164,6.986228647,21.3,23.7,maize,urea
42,59,55,40.10207731,94.35110201,6.979102243,21.2,23.8,maize,urea
43,64,47,38.58954491,91.58076549,6.825664782,21.1,23.9,maize,urea
35,67,49,41.31330062,91.1508798,6.617066674,21,23.8,maize,urea
56,59,55,37.03551903,91.79430166,6.551892638,21.1,23.9,maize,urea
39,64,53,23.0124018,91.07355541,6.598860305,21,23.8,maize,urea
34,30,29,26.7627493,92.86056895,6.420018717,30.4,23.9,maize,urea
37,23,28,25.61294367,94.3138837,5.740054567,30.5,24,maize,urea
40,28,33,28.130115,95.64807631,5.686972967,30.4,24.1,maize,urea
44,21,35,25.02887163,91.53720922,6.293662363,30.5,24.2,maize,urea
47,18,35,27.79797651,99.64573002,6.381975465,30.6,24.3,maize,urea
41,20,32,29.25902906,95.11294697,5.542169139,30.7,24.2,maize,urea
39,25,31,27.10134661,93.69979946,5.551963184,30.6,24.1,maize,urea
34,29,27,25.84726298,90.92669463,5.860740481,30.7,24.2,maize,urea
31,30,29,26.58580443,90.98617591,5.558807063,30.8,24.1,maize,urea
25,32,35,28.38503882,99.18843684,5.55771171,30.7,24.2,maize,urea
29,35,26,28.43647052,91.81320717,5.568365926,30.8,24.1,maize,urea
26,37,33,28.27298134,96.93649473,6.07071786,30.9,24.2,maize,urea
27,38,32,27.00648436,96.46168931,5.627860549,30.7,24.3,maize,urea
37,40,30,27.63551259,99.34854917,6.38488418,31.4,24.4,maize,urea
32,41,34,26.29644905,99.65809151,5.685889066,47.4,24.3,maize,urea
30,38,33,27.1326009,95.23797989,6.234458417,47.5,24.2,maize,urea
31,43,26,25.56567803,97.61361544,6.443168642,47.6,24.3,maize,urea
34,47,32,25.94951662,93.40548703,5.842317989,47.7,24.4,maize,urea
27,50,29,28.03380598,95.01630593,5.955742971,47.8,24.5,maize,urea
31,52,26,29.12859129,91.30924833,5.741367375,37.7,24.4,maize,urea
34,55,30,27.0828252,97.00155491,5.948342571,47.8,24.5,maize,urea
24,49,32,28.11321494,90.01734526,6.387067562,47.7,24.4,maize,urea
29,53,26,27.5136304,94.18955816,5.562911913,47.8,24.3,maize,urea
31,57,33,27.63834933,95.48763389,5.85971872,47.9,24.4,maize,urea
34,52,28,29.01256899,94.01014388,6.282955073,47.8,24.5,maize,urea
36,48,26,26.58413917,95.78923137,6.25449571,47.9,24.6,maize,urea
38,47,33,28.28905147,97.00396405,5.973853124,47.8,24.7,maize,urea
40,42,25,28.69164799,96.65248672,6.081568052,47.7,24.6,maize,urea
35,47,30,29.70931288,96.30484325,6.37466756,47.6,22.1,maize,urea
33,50,35,27.14865285,96.66355213,6.027707171,47.7,22.2,maize,urea
30,52,29,29.28725038,91.95614918,5.868285082,47.8,22.3,maize,urea
32,54,31,25.06871967,93.31410447,6.205931638,47.9,22.4,maize,urea
38,50,30,26.92449525,91.20106019,5.570745386,48,22.3,maize,urea
31,47,33,28.27804288,93.64761266,6.095261013,48.1,22.4,maize,urea
23,49,33,29.18032562,92.73041222,6.025789594,48,22.3,maize,urea
29,53,35,28.3575072,91.64509299,5.542873799,47.9,22.4,maize,urea
24,58,33,29.38072512,93.27565685,6.366219551,47.8,22.5,maize,urea
32,55,30,25.39241091,98.08951196,5.579845008,47.7,22.6,maize,urea
30,51,31,26.31270635,98.62048026,5.804965067,47.8,22.7,maize,urea
29,47,35,29.52501367,91.91185319,6.121005506,47.9,22.6,maize,urea
27,43,29,28.83214859,92.17170353,6.000248647,48,22.5,maize,urea
40,46,29,28.48444906,97.76865458,5.820978791,47.9,22.6,maize,urea
35,44,32,28.74013335,93.39676499,5.620733794,47.8,22.7,maize,urea
30,48,35,25.00872392,95.59224018,6.001936419,47.9,22.8,maize,urea
28,35,30,29.8690834,91.14723422,6.305740522,47.8,22.7,maize,urea
39,40,29,27.54273211,94.59086121,6.362544111,47.9,22.6,maize,urea
32,43,35,26.52166434,98.38227669,5.588655387,47.8,22.7,maize,urea
30,47,32,25.03512351,95.89739958,6.182232762,47.7,22.8,maize,urea
29,50,29,29.20394909,95.66997327,5.959493188,47.6,22.7,maize,urea
34,46,34,27.05826457,91.10510371,5.677282678,47.7,22.8,maize,urea
37,45,25,26.18552389,96.96637916,5.612122797,47.8,22.7,maize,urea
34,42,29,27.59376845,92.48519606,6.206077742,47.7,22.8,maize,urea
29,47,35,25.76011662,94.65830608,5.764812076,47.6,22.9,maize,urea
24,39,34,28.87862994,95.11320315,6.203376525,47.5,22.8,maize,urea
39,41,29,26.50908611,94.48414544,6.143662699,47.6,22.9,maize,urea
29,45,28,26.87037587,91.72546257,6.100429497,47.5,23,maize,urea
32,43,27,27.57283516,94.90485697,5.708409601,47.4,23.2,maize,urea
35,42,32,28.05912437,98.3670985,5.868255858,47.5,23,maize,urea
32,47,31,29.51611558,92.56492864,6.461225827,47.6,22.9,maize,urea
37,50,32,28.96318258,95.16333673,6.165084855,47.5,22.8,maize,urea
29,51,27,25.09897688,92.36099489,6.047044342,47.4,22.9,maize,urea
31,46,35,27.1872282,92.19906776,6.137102505,47.3,23,maize,urea
28,40,27,29.03065024,90.79093862,5.894027065,47.2,23.1,maize,urea
34,44,30,27.754298,95.94643831,5.56222383,47.3,23.2,maize,urea
37,47,29,27.31155708,99.96906006,5.832608028,47.4,23.3,maize,urea
33,50,32,28.84270971,99.64328526,6.218571874,47.3,23.2,maize,urea
27,52,29,26.61423461,96.97300803,6.142010637,47.4,23.3,maize,urea
29,55,30,29.70143197,95.65754365,6.078807239,47.3,23.2,maize,urea
34,57,26,25.54759871,91.64194826,5.702484758,47.2,23.3,maize,urea
28,53,26,26.37978453,91.49882979,5.547594847,47.1,26.4,maize,urea
26,54,27,27.45907759,92.90736493,5.836075368,47,26.7,maize,urea
30,58,35,27.02269204,95.71935435,6.231662767,47.1,26.8,maize,urea
27,59,31,28.98545306,90.73966792,5.718120393,47.2,26.9,maize,urea
23,62,34,26.1055118,91.52421214,5.852038202,47.1,26.8,maize,urea
34,64,31,25.0707247,95.02156793,5.547933273,47.2,26.7,maize,urea
38,57,25,25.54963273,96.92786777,6.156259104,47.1,26.8,maize,urea
25,53,26,28.56973521,95.67906668,6.436314406,47,26.9,maize,urea
40,49,32,26.07010807,96.7036223,5.981169595,46.9,27,maize,urea
31,45,31,25.51791333,94.38420565,6.271952833,47,26.9,maize,urea
26,50,32,25.9490364,94.73860514,6.470465614,47.1,27,maize,urea
35,53,34,28.2974764,95.41122824,6.141502001,47,27.1,maize,urea
34,49,30,29.56549169,91.40896307,5.826381164,46.9,22.4,maize,urea
31,52,33,29.69952329,95.21224392,6.342463714,46.8,22.5,maize,urea
36,55,26,26.14162144,93.28415295,6.071897347,46.7,22.6,maize,urea
40,59,30,26.00175125,94.79998418,6.331051715,46.6,22.5,maize,urea
30,54,25,27.15116142,91.48889469,6.413184638,46.7,22.4,maize,urea
32,52,33,28.97318719,98.09861043,5.50158009,46.8,22.5,maize,urea
36,47,35,26.13958446,96.38580769,6.338720873,46.7,22.6,maize,urea
38,49,30,25.51618488,94.33465411,6.015672239,46.6,22.7,maize,urea
40,52,29,27.55821802,99.98187601,5.735364307,46.5,22.6,maize,urea
27,57,33,27.81132822,97.48410555,6.465906333,46.6,22.5,maize,urea
29,60,31,25.60033702,99.7240104,5.855457599,46.5,22.6,maize,urea
30,56,35,26.91641934,99.84671638,6.318552973,46.4,22.7,maize,urea
29,54,27,29.1797902,90.27214288,6.006784979,46.5,22.6,maize,urea
27,49,30,26.44600063,98.29937782,6.008386283,46.4,22.7,maize,urea
22,44,33,28.43572863,95.8840407,5.665785202,46.3,22.8,maize,urea
28,47,32,28.94099669,93.00109012,5.764615485,46.2,22.7,maize,urea
23,50,26,26.45488737,93.45042636,5.901495544,46.1,22.6,maize,urea
37,53,34,25.79490531,93.84150618,5.779032666,46.2,22.7,maize,urea
34,50,29,26.93141945,98.80313612,5.67154928,46.1,22.8,maize,urea
133,47,24,24.40228894,79.19732001,7.231324765,46,22.9,maize,urea
136,36,20,23.09595631,84.86275707,6.925412377,46.1,22.8,maize,urea
104,47,18,23.9656349,76.97696717,7.633437412,46.2,22.9,maize,urea
133,47,23,24.88738107,75.62137159,6.827354668,46.1,23,maize,urea
126,38,23,25.36243778,83.63276077,6.176716425,46,23.1,maize,urea
126,50,19,24.69457084,81.7358876,6.628722836,45.9,23,maize,urea
113,41,20,25.0017188,80.53965818,7.256877571,45.8,22.9,maize,urea
121,45,22,22.45942937,81.30681027,6.443785385,45.9,23,maize,urea
121,47,16,23.60564038,79.29573149,7.723240151,46,22.9,maize,urea
129,60,22,24.58453146,79.12404171,5.947448589,46.1,22.8,maize,urea
107,45,25,23.0865933,83.55546146,7.227745516,46,22.9,maize,urea
122,59,18,23.5000992,83.63488952,6.219469084,45.9,23,maize,urea
140,38,15,24.1472953,75.88298598,6.021439523,46,23.1,maize,urea
102,49,21,24.69315538,84.84422454,6.253343655,45.9,23.2,maize,urea
111,40,25,24.484692,84.44932014,6.187455799,45.8,23.1,maize,urea
131,35,18,24.49112609,82.24415809,7.057693366,45.9,23,maize,urea
135,43,16,23.47986888,81.73049149,6.720449769,45.8,23.1,maize,urea
100,46,18,24.18586246,76.04203958,6.431689506,45.9,23,maize,urea
123,39,24,25.00755095,78.17952126,7.453106264,45.8,23.1,maize,urea
117,56,15,25.99237426,77.0543546,7.368258226,45.7,23,maize,urea
121,36,24,23.66457347,81.69105088,7.352401887,45.8,22.9,maize,urea
101,58,18,25.66891439,81.38103349,6.652143699,45.7,23,maize,urea
107,42,24,22.04612876,84.62978302,6.144631795,45.6,23.1,maize,urea
100,41,22,22.4204752,84.55794703,7.318802162,45.5,23.2,maize,urea
125,39,21,25.03149561,82.21276599,7.954629324,45.4,23.3,maize,urea
105,60,23,23.53371386,77.21705554,6.207652157,45.5,23.2,maize,urea
102,46,19,22.77076388,82.5993307,6.631005298,45.4,23.1,maize,urea
131,49,22,25.49848236,79.9751579,7.306918817,45.5,23.2,maize,urea
139,35,15,25.248679,83.4630147,5.898293044,45.4,23.3,maize,urea
108,36,19,22.78249615,77.51235009,7.238566893,45.3,23.4,maize,urea
118,45,23,23.37044424,77.43198948,7.977651226,45.2,23.3,maize,urea
107,51,22,24.86560781,78.22080815,5.983075895,45.3,23.4,maize,urea
125,60,17,24.14386157,84.51591287,6.785723961,45.4,23.5,maize,urea
113,37,20,25.03300222,79.04368718,7.393441155,45.3,23.6,maize,urea
131,52,16,23.65724079,84.47601498,6.486068274,45.2,23.5,maize,urea
115,48,16,25.54359718,84.09229796,7.175934962,45.1,23.4,maize,urea
113,38,25,22.00085141,79.47270984,7.388265888,44,23.5,maize,urea
111,41,18,23.64328417,78.1258666,6.10539819,45.1,23.4,maize,urea
111,53,19,23.96436009,78.02763149,6.419536555,45.2,23.5,maize,urea
122,48,16,24.65425757,75.6350708,6.307585854,45.1,23.6,maize,urea
108,46,17,24.3017998,84.87668973,6.93221485,45,23.7,maize,urea
132,41,22,24.29144926,81.02453404,7.810865753,45.1,23.6,maize,urea
103,42,17,24.29470232,84.61527627,6.527541661,45,23.7,maize,urea
133,50,25,25.72180042,81.19666206,7.569454601,44.9,23.6,maize,urea
127,37,18,24.87663664,76.30050373,7.041065585,44.8,23.7,maize,urea
110,39,25,22.60612115,77.34264002,7.208795456,44.9,23.8,maize,urea
131,38,19,23.86814008,75.68339729,6.814341946,45,23.9,maize,urea
108,38,24,23.41022496,76.43836957,7.442217061,44.9,23.8,maize,urea
122,40,17,24.96440768,81.31677618,6.854558957,44.8,23.7,maize,urea
111,50,15,25.16820129,80.30351815,7.884550475,44.7,23.8,maize,urea
140,40,17,22.72767171,77.07598065,6.006085786,44.6,23.9,maize,urea
100,40,20,22.45145981,76.25674874,7.432043735,44.5,24,maize,urea
123,50,16,23.04920461,75.53835214,6.498052108,44.6,24.1,maize,urea
107,36,21,25.29250148,75.66653335,6.205263534,44.7,24.2,maize,urea
118,50,19,22.95604064,82.33733678,6.360812227,44.6,24.1,maize,urea
103,51,20,22.80213132,84.14668447,7.046607434,44.5,24,maize,urea
133,57,19,23.54234715,75.98203329,7.947011366,44.4,24.1,maize,urea
129,47,20,24.41212325,80.80343786,6.281913858,44.5,24,maize,urea
116,52,19,22.94276687,75.37170612,6.114525877,44.4,23.9,maize,urea
114,40,23,25.53676123,81.13668716,6.753978061,44.3,23.8,maize,urea
131,60,17,25.32023717,81.79475917,7.425041316,44.2,23.9,maize,urea
107,43,18,22.426733,81.53480799,6.745104394,44.3,23.8,maize,urea
123,44,21,25.78544484,75.00539324,7.641116569,44.2,23.9,maize,urea
112,49,25,25.68959532,77.90621048,6.470135478,44.1,23.8,maize,urea
119,44,15,22.14593688,82.8597549,7.091992365,44.2,23.9,maize,urea
130,59,19,25.07278712,82.50257909,6.520403794,44.1,24,maize,urea
127,53,24,22.21506982,76.17851932,6.127939628,44,24.1,maize,urea
134,52,18,23.9643129,76.59175937,7.994679507,44.1,24,maize,urea
109,36,18,25.40059227,76.53237965,7.524707577,44,24.1,maize,urea
100,48,17,23.7805123,83.03878838,7.827877818,43.9,24.2,maize,urea
132,52,19,24.16402322,76.7433897,6.436691764,43.8,24.3,maize,urea
102,37,25,25.31468463,77.91757121,5.907930899,43.9,24.2,maize,urea
111,39,22,22.60361557,80.3509046,6.135025006,44,24.3,maize,urea
117,51,15,22.9535715,78.71555832,6.044556594,43.9,24.2,maize,urea
136,36,24,22.74446976,80.41198458,7.59781958,43.8,24.1,maize,urea
134,56,18,23.80834611,83.91902605,6.691268104,43.7,24,maize,urea
112,54,15,25.46228792,81.56641891,6.175492306,43.8,24.1,maize,urea
105,56,15,25.96779712,81.97904282,7.272316209,43.7,24.2,maize,urea
140,45,15,25.5308271,80.04662756,5.801047545,43.6,24.1,maize,urea
126,46,25,24.43847399,81.69801729,6.757457943,43.5,24.2,maize,urea
106,49,24,23.03887865,76.47039772,6.983395573,43.6,24.3,maize,urea
121,53,19,23.51308653,76.72621429,7.976889498,43.7,24.4,maize,urea
108,60,17,22.75805656,76.75768356,6.558902588,43.6,24.5,maize,urea
116,56,17,24.71252544,77.7293114,7.979090365,43.5,24.6,maize,urea
100,52,19,23.45969093,82.44777468,7.903528673,43.4,24.7,maize,urea
129,43,16,25.5503704,77.85055621,6.73210948,43.3,24.6,maize,urea
118,44,23,22.08458267,82.82904143,6.691690476,43.4,24.5,maize,urea
117,43,25,24.68854799,78.51206972,7.839849298,43.5,24.6,maize,urea
126,37,21,25.84997269,84.16855231,6.61448588,43.4,24.5,maize,urea
120,48,16,22.46054478,75.40989245,7.456971816,43.3,24.6,maize,urea
102,45,16,23.65629976,77.52425987,7.2942193,43.2,24.7,maize,urea
131,56,20,22.00817088,81.83896111,7.762647875,43.1,24.8,maize,urea
114,40,17,24.32630461,80.13456404,6.363406102,43.2,24.9,maize,urea
101,37,18,22.92360984,82.68738535,7.63737841,43.3,24.8,maize,urea
106,46,20,23.43821725,78.63388824,6.200671976,43.2,24.7,maize,urea
113,38,20,22.10718988,78.58320116,6.364729934,43.3,24.8,maize,urea
102,53,21,23.03814028,76.11021529,6.913678684,43.2,24.9,maize,urea
110,39,18,24.54795322,75.39752705,7.766259769,43.1,25,maize,urea
107,58,15,23.73868041,75.77503808,7.55606399,43,24.9,maize,urea
120,60,15,22.31871914,83.86129998,7.288377241,43.1,24.5,maize,urea
89,47,38,25.52468965,72.24850829,6.002524871,43,25.6,maize,urea
60,37,39,26.59104992,82.94164078,6.033485257,42.9,25.7,maize,urea
63,41,45,25.29781791,86.8870535,7.121933579,42.8,25.6,maize,urea
86,40,39,25.72100868,88.16513579,6.207459637,42.9,25.5,maize,urea
96,41,40,23.58419277,72.00460848,6.090060478,42.8,25.4,maize,urea
100,35,36,25.31042337,72.01364411,6.346715209,42.9,25.6,maize,urea
63,37,43,23.41798979,85.08640476,6.661957897,43,25.7,maize,urea
70,43,40,24.35564134,88.80391021,6.176860192,42.9,25.8,maize,urea
67,55,44,26.284017,75.14640198,7.251847296,42.8,25.9,maize,urea
74,40,40,25.13842773,83.12053888,6.386259978,42.7,26,maize,urea
89,53,44,24.88692811,71.91711523,7.319735475,42.6,25.9,maize,urea
74,46,45,25.75734909,88.36668522,6.025028997,42.5,25.8,maize,urea
89,41,38,23.12844351,74.68322732,6.344751947,42.4,23.7,maize,urea
60,55,40,24.9949957,88.95692783,7.02777956,42.5,23.6,maize,urea
67,43,38,25.21622704,70.88259632,7.299304715,42.6,19.4,maize,urea
70,38,35,24.39736241,79.26861738,7.014063944,42.5,19.5,maize,urea
74,49,38,23.31410442,71.4509053,7.488014404,42.4,19.6,maize,urea
90,40,39,25.72668885,81.86171563,6.626503893,42.3,19.7,maize,urea
82,35,44,26.96656378,78.21047693,6.239011,42.2,19.6,maize,urea
73,45,37,23.70467146,74.63745355,6.742688094,43.1,19.7,maize,urea
85,53,38,24.90075709,73.84186449,6.588017308,43,19.7,maize,urea
81,56,36,23.39605743,72.60512854,7.097586415,42.9,19.8,maize,urea
84,55,38,26.8748389,79.78725152,6.956682743,43,19.7,maize,urea
80,45,42,23.1426498,74.99739774,7.380396262,42.9,19.6,maize,urea
76,54,45,24.29496635,77.62976013,6.176618831,42.8,19.6,maize,urea
76,56,39,24.39459498,89.89106506,6.551130445,42.7,19.5,maize,urea
81,40,45,25.7629429,80.76238215,6.427726565,42.8,19.6,maize,urea
76,44,45,25.4879684,84.48235878,6.740947635,42.7,19.5,maize,urea
69,47,40,25.37122686,76.2403666,6.130136384,42.6,19.4,maize,urea
82,40,45,26.21312799,81.70476368,6.667633355,42.5,19.5,maize,urea
69,57,35,24.30748599,78.54340987,6.186814392,42.4,19.6,maize,urea
81,36,38,23.76554749,87.98329901,6.334837865,42.3,19.7,maize,urea
67,60,38,24.79853023,78.53037059,7.16214284,42.2,19.8,maize,urea
72,51,40,23.20683504,74.09956958,7.422318499,42.1,19.7,maize,urea
65,39,45,23.66805429,70.89000744,6.768001309,42,19.8,maize,urea
78,50,43,25.12417673,85.72530641,6.348441469,42.1,19.7,maize,urea
77,52,41,23.89069041,83.46409075,6.097294061,42,19.6,maize,urea
89,52,42,23.09433785,81.45139295,6.14132902,41.9,19.5,maize,urea
62,49,37,24.21744605,82.85284045,7.479248124,41.8,19.6,maize,urea
90,48,45,24.06475727,71.31342851,6.509174789,27.4,19.7,maize,urea
66,47,36,24.85441411,74.4407048,6.57256106,27.5,19.6,maize,urea
80,52,39,26.41915161,76.85691248,7.165696848,27.6,19.7,maize,urea
89,52,45,24.89326318,77.01222585,7.207457208,27.5,19.8,maize,urea
77,51,44,23.25583402,82.7015932,7.124333547,27.6,19.7,maize,urea
94,37,41,24.7634518,87.06071115,6.463538707,27.5,19.8,maize,urea
75,41,35,24.97042599,78.62697699,6.856833064,27.4,19.7,maize,urea
60,55,36,26.12797248,80.49172597,7.132389299,27.3,19.8,maize,urea
62,56,35,25.97825807,81.65769588,6.235357638,27.2,19.9,maize,urea
84,40,42,26.2830571,73.35763537,6.704273839,38.7,19.8,maize,urea
100,56,40,26.38905406,83.31240346,7.433313409,38.8,19.7,maize,urea
75,56,44,25.2746335,73.7459581,6.109478059,38.9,19.8,maize,urea
78,46,42,23.09499564,78.45959697,7.095413294,39,19.9,maize,urea
82,48,36,25.79351957,81.76904006,6.352076783,38.9,20,maize,urea
100,58,41,23.17403323,87.88255345,6.658769991,39,20.1,maize,urea
88,50,40,25.63215038,79.95150917,7.051822472,39.1,20,maize,urea
67,41,40,25.848795,87.81661683,7.333143205,39.2,19.9,maize,urea
72,42,43,26.56767277,80.90424543,6.352771037,39.1,19.8,maize,urea
89,40,43,26.24532085,72.97198375,7.124050134,39,19.9,maize,urea
89,57,43,26.91515043,73.19897535,6.998787171,39.1,19.8,maize,urea
61,41,44,24.36972377,82.11319791,6.537914958,39,19.9,maize,urea
79,45,43,25.71901283,79.15532398,7.171054239,38.9,19.7,maize,urea
84,40,43,25.01157559,88.3313023,7.228268228,39,19.8,maize,urea
98,43,35,25.40785911,76.44048625,7.319952206,38.9,19.9,maize,urea
75,36,44,23.28081,74.27607475,6.613341343,39,20,maize,urea
89,58,35,23.98651719,82.09053379,6.096838784,39.1,19.9,maize,urea
91,41,37,24.48556447,83.20630007,6.132570523,39,20,maize,urea
77,48,36,25.86705009,84.09985284,7.36008498,38.9,19.9,maize,urea
66,58,35,23.5643831,79.46283115,7.321619041,38.8,20,maize,urea
62,59,41,24.2248758,74.89465426,7.175170657,38.7,20.1,maize,urea
82,35,35,25.49386782,86.97061481,7.299076163,38.8,20,maize,urea
61,41,35,24.97178693,79.47557931,6.842966479,38.7,19.9,maize,urea
99,57,38,24.80624984,82.09281674,6.356295568,38.8,20,maize,urea
70,42,43,23.16814977,76.66724969,6.508342839,38.7,19.9,maize,urea
90,59,35,24.25133493,89.86454053,7.098227926,38.6,19.8,maize,urea
73,43,42,26.58361011,78.00774772,6.310699968,38.5,19.9,maize,urea
67,46,44,26.82489244,78.20392774,7.093328631,38.4,20,maize,urea
84,37,42,25.49674786,81.13449097,6.691074249,38.3,20.1,maize,urea
72,41,36,24.09874353,80.57226761,6.187746776,38.4,20.2,maize,urea
71,56,37,23.18866654,86.20899734,6.491506245,38.5,20.1,maize,urea
64,53,38,26.24347471,78.51063754,6.855362875,38.4,20,maize,urea
65,54,39,23.75091572,71.14782585,7.124571593,38.3,19.9,maize,urea
60,58,37,26.13871511,79.1188943,6.067302109,38.2,20,maize,urea
86,39,43,26.14576648,71.23690851,6.432051512,38.1,20.1,maize,urea
90,50,44,26.91643698,73.48655995,6.253408852,38.2,20,maize,urea
91,38,36,26.5232969,77.17331847,7.287318723,38.1,20.1,maize,urea
87,48,38,23.81579631,80.94023552,7.161865733,38,20.2,maize,urea
72,41,36,26.50838667,86.84264005,6.065898283,38.1,20.1,maize,urea
71,54,35,26.63952463,70.95705996,7.311077075,38,20,maize,urea
82,46,41,23.3250131,79.79609448,6.581693772,37.9,20.1,maize,urea
71,52,43,26.47549543,73.96164569,6.732826127,37.8,20,maize,urea
80,43,43,23.78756036,74.36794079,6.014572075,37.7,19.9,maize,urea
77,55,43,25.49941707,75.99987588,6.663559451,37.8,20,maize,urea
95,57,41,23.24925555,73.65346838,6.434610995,37.9,20.1,maize,urea
63,47,35,26.98582182,89.05587886,7.432768147,37.8,20.2,maize,urea
93,43,38,23.61475336,86.14290267,6.987332927,37.7,20.1,maize,urea
87,44,43,23.87484465,86.79261344,6.718725189,37.8,20.2,maize,urea
88,52,39,23.92887902,88.07112278,6.880204617,37.7,20.3,maize,urea
90,39,37,24.81441246,81.68688879,6.86106911,37.6,20.4,maize,urea
90,39,43,24.44743944,82.286484,6.7693455,37.7,20.3,maize,urea
84,38,43,26.57421679,73.81994896,7.26158085,37.6,20.2,maize,urea
91,21,26,26.33377983,57.36469955,7.261313694,37.7,20.3,maize,urea
107,21,26,26.45288458,55.32222678,7.235070264,37.6,20.2,maize,urea
83,38,35,25.70822684,52.88667115,7.18915558,37.5,20.3,maize,urea
108,24,31,24.12832546,56.18107663,6.431899748,37.4,20.4,maize,urea
116,28,34,23.44372334,60.39523266,6.42321105,37.3,20.3,maize,urea
116,23,25,23.4123707,52.26994674,6.869720196,37.2,20.4,maize,urea
109,31,27,23.05951896,50.40609436,6.973839707,37.3,20.3,maize,urea
89,25,34,23.07895447,63.65861483,7.184801627,37.2,20.2,maize,urea
118,18,32,27.6496114,51.11044023,6.351823783,37.3,20.1,maize,urea
111,32,34,25.46743689,69.35161206,6.392048018,37.2,20.2,maize,urea
84,36,28,26.7350622,55.55164819,6.119892347,37.1,20.1,maize,urea
85,33,25,26.20811417,52.50987966,6.910823945,37,20.2,maize,urea
99,15,27,27.0424167,57.27927475,6.501157208,37,20.1,maize,urea
81,30,31,24.65090184,51.93952357,7.027585559,37.1,20.2,maize,urea
95,39,29,27.35152643,55.99375012,7.13411409,37,20.3,maize,urea
81,34,30,25.17787724,62.26244581,6.647765997,36.9,20.2,maize,urea
80,15,28,23.11438731,68.00096043,6.703270635,37,20.3,maize,urea
104,20,26,27.22783677,52.95261751,7.493191968,36.9,20.4,maize,urea
109,29,28,23.26316991,60.5160021,6.724688503,36.8,20.5,maize,urea
100,32,26,25.234661,57.53161469,6.043485685,36.9,20.4,maize,urea
100,24,28,25.59535262,57.72920846,7.101661011,37,20.5,maize,urea
83,21,28,25.5674832,60.49244602,7.466900683,36.9,17.5,maize,urea
120,23,28,25.67324193,51.29043632,6.877799264,36.8,17.6,maize,urea
104,26,30,24.40726724,62.65692638,6.410992833,36.9,17.5,maize,urea
108,33,31,23.69287069,66.76090123,7.393825704,36.8,17.6,maize,urea
91,25,26,24.53460016,66.99765375,7.482414225,36.7,17.5,maize,urea
86,26,27,27.13140403,52.89368299,6.081172981,36.6,17.6,maize,urea
98,18,27,27.56088634,68.49299897,6.516312148,36.5,17.5,maize,urea
111,27,31,23.59302313,55.27564977,6.043330951,36.6,17.4,maize,urea
84,39,35,23.17714381,52.13864034,6.959404135,36.5,17.5,maize,urea
98,27,27,24.71384065,51.29142534,7.238109556,36.4,17.6,maize,urea
118,21,34,24.38534644,64.72543073,7.234258375,36.3,17.5,maize,urea
103,27,31,27.15998538,51.59100753,6.691541233,36.4,17.6,maize,urea
82,24,33,26.53543168,67.09608099,6.809593554,36.3,17.5,maize,urea
86,31,35,27.01207284,60.76645256,6.485761419,36.2,17.6,maize,urea
88,35,35,27.55906475,58.45742907,6.784460602,36.1,17.5,maize,urea
84,27,29,23.32293161,53.00366334,7.167092586,36,17.6,maize,urea
120,40,33,24.23850608,54.30329632,6.73410539,36.1,17.7,maize,urea
106,40,30,23.42611644,64.10651528,6.779984384,35.9,17.8,maize,urea
113,21,33,26.02241444,55.83288958,7.277422738,35.8,17.7,maize,urea
117,34,25,24.83846178,56.7685316,7.21270048,35.9,17.8,maize,urea
80,30,25,26.24092174,65.64381357,7.487266991,36,17.7,maize,urea
88,21,27,24.43011925,66.02411187,7.231166546,35.9,17.6,maize,urea
113,33,34,26.00373964,62.1445102,6.559817161,35.8,17.7,maize,urea
87,23,28,26.22367404,62.26594559,6.979590627,35.7,17.8,maize,urea
113,15,29,27.09617155,63.55324262,6.779230041,35.8,17.9,maize,urea
98,29,30,25.64004392,61.03273481,6.217974349,35.7,17.8,maize,urea
97,29,27,27.74576987,54.36976075,7.205078785,35.6,17.9,maize,urea
85,35,32,26.24928198,54.28617819,6.854011265,35.7,17.8,maize,urea
82,29,35,26.67377159,52.24226285,6.246872394,35.6,17.7,maize,urea
103,33,25,27.10210397,55.7497332,6.911066044,35.5,17.8,maize,urea
112,17,28,27.62975458,61.26002598,6.777417989,35.4,17.9,maize,urea
99,19,33,27.5364547,55.51673151,6.273741983,35.3,17.8,maize,urea
120,20,34,23.56960509,50.56339727,6.906124587,35.4,17.9,maize,urea
114,27,28,24.99451759,57.93250202,7.162802357,35.5,18,maize,urea
100,40,35,27.56441788,54.41094079,6.955787351,35.4,18.1,maize,urea
108,35,25,23.98143338,61.10935084,6.971963169,35.3,18,maize,urea
115,31,30,24.22984659,67.37768353,6.840927967,35.2,18.1,maize,urea
